qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
XM_028458432.1	Salarias_fasciatus_CABFVM010001860.1	91.463	164	14	0	471	634	577948	578111	3.69e-55	226
XM_028458432.1	Salarias_fasciatus_CABFVM010001860.1	89.881	168	16	1	1306	1472	581601	581768	7.98e-52	215
XM_028458432.1	Salarias_fasciatus_CABFVM010001860.1	76.136	440	50	35	4149	4542	583676	584106	2.91e-41	180
XM_028458432.1	Salarias_fasciatus_CABFVM010001860.1	91.200	125	11	0	1122	1246	581391	581515	1.75e-38	171
XM_028458432.1	Lepadogaster_lepadogaster_1986828	93.750	160	7	3	6569	6728	1	157	1.70e-58	237
XM_028458432.1	Lepadogaster_lepadogaster_3819271	87.013	154	14	3	7835	7982	179	26	6.31e-38	169
XM_028458432.1	Lepadogaster_lepadogaster_1292699	98.551	69	1	0	1120	1188	69	1	4.98e-24	122
XM_028458432.1	Lepadogaster_lepadogaster_731830	96.875	64	2	0	468	531	653	716	1.39e-19	108
XM_028458432.1	Lepadogaster_lepadogaster_3637919	96.875	64	2	0	468	531	944	1007	1.39e-19	108
XM_028458432.1	Salarias_fasciatus_CABFVM010000668.1	90.741	54	5	0	260	313	111639	111692	5.09e-09	73.1
XM_028458432.1	Lepadogaster_lepadogaster_2419970	94.737	38	1	1	179	215	38	1	1.42e-04	58.4
XM_028458432.1	Salarias_fasciatus_CABFVM010000276.1	100.000	30	0	0	260	289	137182	137211	5.12e-04	56.5
XM_030105026.1	Salarias_fasciatus_CABFVM010001860.1	100.000	920	0	0	1246	2165	581886	582805	0.0	1700
XM_030105026.1	Salarias_fasciatus_CABFVM010001860.1	100.000	256	0	0	718	973	579831	580086	3.21e-130	473
XM_030105026.1	Salarias_fasciatus_CABFVM010001860.1	100.000	233	0	0	38	270	572640	572872	1.96e-117	431
XM_030105026.1	Salarias_fasciatus_CABFVM010001860.1	98.729	236	3	0	485	720	579492	579727	4.24e-114	420
XM_030105026.1	Salarias_fasciatus_CABFVM010001860.1	99.390	164	1	0	324	487	577948	578111	2.07e-77	298
XM_030105026.1	Salarias_fasciatus_CABFVM010001860.1	99.379	161	1	0	1094	1254	581609	581769	9.65e-76	292
XM_030105026.1	Salarias_fasciatus_CABFVM010001860.1	100.000	123	0	0	973	1095	581389	581511	2.76e-56	228
XM_030105026.1	Salarias_fasciatus_CABFVM010001860.1	100.000	58	0	0	269	326	576957	577014	3.75e-20	108
XM_030105026.1	Salarias_fasciatus_CABFVM010001860.1	100.000	39	0	0	1	39	554190	554228	1.37e-09	73.1
XM_030105026.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	81.618	544	55	18	1246	1753	29361898	29361364	9.18e-111	409
XM_030105026.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	94.850	233	12	0	38	270	29373652	29373420	2.02e-97	364
XM_030105026.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	92.369	249	19	0	725	973	29365404	29365156	1.21e-94	355
XM_030105026.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	89.700	233	24	0	488	720	29366352	29366120	2.07e-77	298
XM_030105026.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	90.476	168	16	0	320	487	29369228	29369061	1.28e-54	222
XM_030105026.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	83.333	228	24	11	1905	2125	29361311	29361091	2.16e-47	198
XM_030105026.1	Gouania_willdenowiwilldenowi_NC_041052.1_RagTag	88.750	160	18	0	1094	1253	29363087	29362928	7.78e-47	196
XM_030105026.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	81.434	544	55	22	1246	1753	25894878	25894345	4.27e-109	403
XM_030105026.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	92.969	256	18	0	718	973	25898211	25897956	3.35e-100	374
XM_030105026.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	94.421	233	13	0	38	270	25905363	25905131	9.38e-96	359
XM_030105026.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	90.129	233	23	0	488	720	25899161	25898929	4.46e-79	303
XM_030105026.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	93.452	168	11	0	320	487	25901773	25901606	5.89e-63	250
XM_030105026.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	83.772	228	24	7	1905	2125	25894294	25894073	4.65e-49	204
XM_030105026.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	89.375	160	17	0	1094	1253	25896063	25895904	1.67e-48	202
XM_030105026.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	92.562	121	9	0	975	1095	25896254	25896134	3.65e-40	174
XM_030105026.1	Gouania_willdenowi_LR131997.1	81.434	544	56	18	1246	1753	32909503	32908969	4.27e-109	403
XM_030105026.1	Gouania_willdenowi_LR131997.1	95.279	233	11	0	38	270	32921595	32921363	4.33e-99	370
XM_030105026.1	Gouania_willdenowi_LR131997.1	92.771	249	18	0	725	973	32912900	32912652	2.61e-96	361
XM_030105026.1	Gouania_willdenowi_LR131997.1	89.700	233	24	0	488	720	32913847	32913615	2.07e-77	298
XM_030105026.1	Gouania_willdenowi_LR131997.1	90.476	168	16	0	320	487	32917388	32917221	1.28e-54	222
XM_030105026.1	Gouania_willdenowi_LR131997.1	90.000	160	16	0	1094	1253	32910778	32910619	3.59e-50	207
XM_030105026.1	Gouania_willdenowi_LR131997.1	83.333	228	24	11	1905	2125	32908916	32908696	2.16e-47	198
XM_030105026.1	Gouania_willdenowi_LR131997.1	90.909	121	11	0	975	1095	32910969	32910849	7.89e-37	163
XM_030105026.1	Gouania_hofrichteri_NC_041052.1_RagTag	81.434	544	56	18	1246	1753	30745923	30745389	4.27e-109	403
XM_030105026.1	Gouania_hofrichteri_NC_041052.1_RagTag	94.850	233	12	0	38	270	30758574	30758342	2.02e-97	364
XM_030105026.1	Gouania_hofrichteri_NC_041052.1_RagTag	91.968	249	20	0	725	973	30749371	30749123	5.64e-93	350
XM_030105026.1	Gouania_hofrichteri_NC_041052.1_RagTag	89.700	233	24	0	488	720	30750325	30750093	2.07e-77	298
XM_030105026.1	Gouania_hofrichteri_NC_041052.1_RagTag	90.476	168	16	0	320	487	30754334	30754167	1.28e-54	222
XM_030105026.1	Gouania_hofrichteri_NC_041052.1_RagTag	83.772	228	23	11	1905	2125	30745336	30745116	4.65e-49	204
XM_030105026.1	Gouania_hofrichteri_NC_041052.1_RagTag	89.375	160	17	0	1094	1253	30747183	30747024	1.67e-48	202
XM_030105026.1	Gouania_hofrichteri_NC_041052.1_RagTag	91.736	121	10	0	975	1095	30747374	30747254	1.70e-38	169
XM_030105026.1	Gouania_pigra_NC_041052.1_RagTag	81.434	544	56	18	1246	1753	29431900	29431366	4.27e-109	403
XM_030105026.1	Gouania_pigra_NC_041052.1_RagTag	94.421	233	13	0	38	270	29444438	29444206	9.38e-96	359
XM_030105026.1	Gouania_pigra_NC_041052.1_RagTag	91.968	249	20	0	725	973	29435691	29435443	5.64e-93	350
XM_030105026.1	Gouania_pigra_NC_041052.1_RagTag	90.129	233	23	0	488	720	29436653	29436421	4.46e-79	303
XM_030105026.1	Gouania_pigra_NC_041052.1_RagTag	90.476	168	16	0	320	487	29440229	29440062	1.28e-54	222
XM_030105026.1	Gouania_pigra_NC_041052.1_RagTag	89.375	160	17	0	1094	1253	29433566	29433407	1.67e-48	202
XM_030105026.1	Gouania_pigra_NC_041052.1_RagTag	82.969	229	23	12	1905	2125	29431313	29431093	1.01e-45	193
XM_030105026.1	Gouania_pigra_NC_041052.1_RagTag	91.736	121	10	0	975	1095	29433757	29433637	1.70e-38	169
XM_030105026.1	Gouania_orientalis_NC_041052.1_RagTag	81.434	544	56	19	1246	1753	31294688	31294154	4.27e-109	403
XM_030105026.1	Gouania_orientalis_NC_041052.1_RagTag	95.279	233	11	0	38	270	31308886	31308654	4.33e-99	370
XM_030105026.1	Gouania_orientalis_NC_041052.1_RagTag	91.968	249	20	0	725	973	31298235	31297987	5.64e-93	350
XM_030105026.1	Gouania_orientalis_NC_041052.1_RagTag	89.270	233	25	0	488	720	31299181	31298949	9.65e-76	292
XM_030105026.1	Gouania_orientalis_NC_041052.1_RagTag	90.476	168	16	0	320	487	31303247	31303080	1.28e-54	222
XM_030105026.1	Gouania_orientalis_NC_041052.1_RagTag	89.375	160	17	0	1094	1253	31295963	31295804	1.67e-48	202
XM_030105026.1	Gouania_orientalis_NC_041052.1_RagTag	83.260	227	25	11	1905	2125	31294101	31293882	7.78e-47	196
XM_030105026.1	Gouania_orientalis_NC_041052.1_RagTag	91.736	121	10	0	975	1095	31296154	31296034	1.70e-38	169
XM_030105026.1	Salarias_fasciatus_CABFVM010002526.1	100.000	29	0	0	112	140	176680	176652	4.95e-04	54.7
