qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
XM_030105026.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	92.969	256	18	0	718	973	25898211	25897956	3.3499999999999994e-100	374.0
XM_030105026.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	94.421	233	13	0	38	270	25905363	25905131	9.38e-96	359.0
XM_030105026.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	90.12899999999999	233	23	0	488	720	25899161	25898929	4.4599999999999994e-79	303.0
XM_030105026.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	93.45200000000001	168	11	0	320	487	25901773	25901606	5.889999999999999e-63	250.0
XM_030105026.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	83.772	228	24	7	1905	2125	25894294	25894073	4.6500000000000004e-49	204.0
XM_030105026.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	89.375	160	17	0	1094	1253	25896063	25895904	1.67e-48	202.0
XM_030105026.1	Lepadogaster_lepadogaster_NC_041052.1_RagTag	92.56200000000001	121	9	0	975	1095	25896254	25896134	3.6499999999999992e-40	174.0
XM_030105026.1	Gouania_willdenowi_LR131997.1	81.434	544	56	18	1246	1753	32909503	32908969	4.270000000000001e-109	403.0
XM_030105026.1	Gouania_willdenowi_LR131997.1	95.279	233	11	0	38	270	32921595	32921363	4.329999999999998e-99	370.0
XM_030105026.1	Gouania_willdenowi_LR131997.1	92.771	249	18	0	725	973	32912900	32912652	2.6099999999999993e-96	361.0
XM_030105026.1	Gouania_willdenowi_LR131997.1	89.7	233	24	0	488	720	32913847	32913615	2.0699999999999995e-77	298.0
XM_030105026.1	Gouania_willdenowi_LR131997.1	90.476	168	16	0	320	487	32917388	32917221	1.28e-54	222.0
XM_030105026.1	Gouania_willdenowi_LR131997.1	90.0	160	16	0	1094	1253	32910778	32910619	3.59e-50	207.0
XM_030105026.1	Gouania_willdenowi_LR131997.1	83.333	228	24	11	1905	2125	32908916	32908696	2.1599999999999998e-47	198.0
XM_030105026.1	Gouania_willdenowi_LR131997.1	90.90899999999999	121	11	0	975	1095	32910969	32910849	7.89e-37	163.0
XM_030105026.1	Gouania_hofrichteri_NC_041052.1_RagTag	81.434	544	56	18	1246	1753	30745923	30745389	4.270000000000001e-109	403.0
XM_030105026.1	Gouania_hofrichteri_NC_041052.1_RagTag	94.85	233	12	0	38	270	30758574	30758342	2.0199999999999993e-97	364.0
XM_030105026.1	Gouania_hofrichteri_NC_041052.1_RagTag	91.96799999999999	249	20	0	725	973	30749371	30749123	5.6399999999999986e-93	350.0
XM_030105026.1	Gouania_hofrichteri_NC_041052.1_RagTag	89.7	233	24	0	488	720	30750325	30750093	2.0699999999999995e-77	298.0
XM_030105026.1	Gouania_hofrichteri_NC_041052.1_RagTag	90.476	168	16	0	320	487	30754334	30754167	1.28e-54	222.0
XM_030105026.1	Gouania_hofrichteri_NC_041052.1_RagTag	83.772	228	23	11	1905	2125	30745336	30745116	4.6500000000000004e-49	204.0
XM_030105026.1	Gouania_hofrichteri_NC_041052.1_RagTag	89.375	160	17	0	1094	1253	30747183	30747024	1.67e-48	202.0
XM_030105026.1	Gouania_hofrichteri_NC_041052.1_RagTag	91.736	121	10	0	975	1095	30747374	30747254	1.6999999999999998e-38	169.0
XM_030105026.1	Gouania_pigra_NC_041052.1_RagTag	81.434	544	56	18	1246	1753	29431900	29431366	4.270000000000001e-109	403.0
XM_030105026.1	Gouania_pigra_NC_041052.1_RagTag	94.421	233	13	0	38	270	29444438	29444206	9.38e-96	359.0
XM_030105026.1	Gouania_pigra_NC_041052.1_RagTag	91.96799999999999	249	20	0	725	973	29435691	29435443	5.6399999999999986e-93	350.0
XM_030105026.1	Gouania_pigra_NC_041052.1_RagTag	90.12899999999999	233	23	0	488	720	29436653	29436421	4.4599999999999994e-79	303.0
XM_030105026.1	Gouania_pigra_NC_041052.1_RagTag	90.476	168	16	0	320	487	29440229	29440062	1.28e-54	222.0
XM_030105026.1	Gouania_pigra_NC_041052.1_RagTag	89.375	160	17	0	1094	1253	29433566	29433407	1.67e-48	202.0
XM_030105026.1	Gouania_pigra_NC_041052.1_RagTag	82.969	229	23	12	1905	2125	29431313	29431093	1.0099999999999999e-45	193.0
XM_030105026.1	Gouania_pigra_NC_041052.1_RagTag	91.736	121	10	0	975	1095	29433757	29433637	1.6999999999999998e-38	169.0
XM_030105026.1	Gouania_orientalis_NC_041052.1_RagTag	81.434	544	56	19	1246	1753	31294688	31294154	4.270000000000001e-109	403.0
XM_030105026.1	Gouania_orientalis_NC_041052.1_RagTag	95.279	233	11	0	38	270	31308886	31308654	4.329999999999998e-99	370.0
XM_030105026.1	Gouania_orientalis_NC_041052.1_RagTag	91.96799999999999	249	20	0	725	973	31298235	31297987	5.6399999999999986e-93	350.0
XM_030105026.1	Gouania_orientalis_NC_041052.1_RagTag	89.27	233	25	0	488	720	31299181	31298949	9.649999999999998e-76	292.0
XM_030105026.1	Gouania_orientalis_NC_041052.1_RagTag	90.476	168	16	0	320	487	31303247	31303080	1.28e-54	222.0
XM_030105026.1	Gouania_orientalis_NC_041052.1_RagTag	89.375	160	17	0	1094	1253	31295963	31295804	1.67e-48	202.0
XM_030105026.1	Gouania_orientalis_NC_041052.1_RagTag	83.26	227	25	11	1905	2125	31294101	31293882	7.779999999999999e-47	196.0
XM_030105026.1	Gouania_orientalis_NC_041052.1_RagTag	91.736	121	10	0	975	1095	31296154	31296034	1.6999999999999998e-38	169.0
